GaugeID,Warning Level,Danger Level,Station,Latitude,Longitude,River Name/ Tributory/ SubTributory,Basin,State,Start_date,End_date,Level_Entries,Streamflow_Entries,Privacy,Source Catchment Area,Catchment Area,Area variation (%),Reliability
INDOFLOODS-gauge-394,259.2,262.0,Biligundulu,12.18,77.73,Cauvery,Cauvery,Karnataka,1971-08-30,2020-05-27,17715,17273,Open,36682.0,36889.80078,0.566492503,Safe
INDOFLOODS-gauge-118,66.75,67.75,Jainagar,26.5833,86.1481,Ganga/Kosi/ Kamla-Balan,Ganga - Brahmaputra - Meghna/Barak,Bihar,1970-07-01,2010-12-31,14134,13725,Restricted,2131.0,2118.569336,0.583325387,Safe
INDOFLOODS-gauge-119,49.0,50.0,Jhanjharpur,26.2333,86.2594,Ganga/Kosi/ Kamla-Balan,Ganga - Brahmaputra - Meghna/Barak,Bihar,1970-01-01,2010-12-31,14939,14616,Restricted,2945.0,3504.4235840000006,18.99570744,Safe
INDOFLOODS-gauge-121,70.0,71.0,DHENG BRIDGE,26.7228,85.3231,Ganga/Kosi/ Bagmati,Ganga - Brahmaputra - Meghna/Barak,Bihar,1970-07-01,2010-12-31,14762,14750,Restricted,3790.0,3580.8469240000004,5.518550818,Safe
INDOFLOODS-gauge-560,218.0,220.98,Burhanpur,21.2994,76.235,Tapi,Tapi,Madhya Pradesh,1972-09-14,2019-08-20,16611,16249,Open,8487.0,8926.981445,5.184181042,Safe
INDOFLOODS-gauge-571,226.73,227.73,Pauni,20.7947,79.6478,Godavari/Pranhita/ Wainganga,Godavari,Maharashtra,1964-09-21,2020-05-27,15744,15032,Open,35520.0,35499.88672,0.056625225,Safe
INDOFLOODS-gauge-361,582.25,582.5,T.k.halli,12.4167,77.1925,Cauvery/Shimsha,Cauvery,Karnataka,1978-06-12,2020-05-27,14021,14063,Open,7890.0,8031.312988,1.7910391380000001,Safe
INDOFLOODS-gauge-964,198.33,199.33,garhmukteshwar,28.7667,78.1417,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1967-04-01,2011-12-30,16345,16345,Restricted,29709.0,28710.808589999997,3.359895688,Safe
INDOFLOODS-gauge-120,34.65,35.65,Dhengraghat,25.8478,87.8031,Ganga/Mahananda,Ganga - Brahmaputra - Meghna/Barak,Bihar,1985-04-01,2010-12-31,9405,9375,Restricted,10160.0,7669.711426000001,24.51071431,Safe
INDOFLOODS-gauge-364,7.0,9.0,Bantwal,12.8844,75.0431,Nethravathi,West flowing rivers from Tadri to Kanyakumari,Karnataka,1970-11-01,2020-05-27,17567,17159,Open,3184.0,3250.029541,2.073792117,Safe
INDOFLOODS-gauge-955,189.6,190.6,moradabad,28.8267,78.7981,Ganga/Ramganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1968-05-22,2011-12-31,15855,15844,Restricted,6807.0,6854.594727,0.699202688,Safe
INDOFLOODS-gauge-349,14.0,17.0,Santeguli,14.4344,74.5861,Aghanashini,West flowing rivers from Tadri to Kanyakumari,Karnataka,1988-06-01,2020-05-27,11364,11228,Open,1090.0,1027.7146,5.714256881,Safe
INDOFLOODS-gauge-117,61.22,62.22,Dumariaghat,26.3792,84.7317,Ganga/Gandak,Ganga - Brahmaputra - Meghna/Barak,Bihar,1977-01-01,2010-12-31,12418,12356,Restricted,41520.0,40759.60156,1.8314027940000002,Safe
INDOFLOODS-gauge-960,136.6,137.6,fatehgarh,27.4042,79.625,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1971-11-14,2011-12-31,14657,14658,Restricted,40096.0,38909.0625,2.9602391760000004,Safe
INDOFLOODS-gauge-429,9.0,10.0,Thumpamon,9.22,76.71,Pamba/Achankovil,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1977-12-21,2020-05-27,15052,14757,Open,810.0,813.0768433,0.37985719799999995,Safe
INDOFLOODS-gauge-957,112.0,113.0,kanpur,26.4694,80.3764,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1959-05-01,2011-12-31,19206,19207,Restricted,87650.0,85868.82031,2.032150245,Safe
INDOFLOODS-gauge-427,5.0,6.0,Kallooppara,9.4036,76.6503,Pampa/Manimala,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1985-06-19,2020-05-27,12295,11998,Open,731.0,704.2370605000001,3.661140834,Safe
INDOFLOODS-gauge-396,20.5,23.0,Yennehole,13.2942,74.9808,Swarna/Yennehole,West flowing rivers from Tadri to Kanyakumari,Karnataka,1989-07-24,2020-05-27,10807,10581,Open,327.0,346.30181880000004,5.902696881000001,Safe
INDOFLOODS-gauge-29,310.0,312.0,Mantralayam,15.9483,77.4264,Krishna/Tungabha dra,Krishna,Andhra Pradesh,1972-06-01,2020-05-27,17266,16955,Open,60630.0,64017.37891,5.586968349,Safe
INDOFLOODS-gauge-130,539.5,540.8,Jagdalpur,19.1081,82.0228,Godavari/ Indravati,Godavari,Chhattisgarh,1965-06-01,2020-05-27,19354,18777,Open,7380.0,7189.501953,2.58127435,Safe
INDOFLOODS-gauge-948,123.0,124.0,ankinghat,26.9347,80.0361,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1968-05-14,2011-12-31,15937,15937,Restricted,82209.0,81570.95313,0.77612776,Safe
INDOFLOODS-gauge-115,47.68,48.68,Benibad,26.1453,85.6922,Ganga/Kosi/ Bagmati,Ganga - Brahmaputra - Meghna/Barak,Bihar,1985-04-01,2010-12-30,9405,9384,Restricted,6160.0,1793.517334,70.88445886,Caution
INDOFLOODS-gauge-164,204.5,205.33,delhi rly bridge,28.6625,77.2467,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Delhi,1963-06-06,2011-12-31,17741,17740,Restricted,18552.0,36437.1875,96.40571097,Caution
INDOFLOODS-gauge-953,161.0,162.0,kachlabridge,27.9319,78.8606,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1971-12-10,2011-12-31,14417,14477,Restricted,34446.0,32938.54688,4.3762791619999994,Safe
INDOFLOODS-gauge-113,32.85,33.85,Baltara,25.5006,86.75,Ganga/Kosi,Ganga - Brahmaputra - Meghna/Barak,Bihar,1970-01-01,2010-12-31,14881,14852,Restricted,88480.0,82251.97656,7.038905335,Safe
INDOFLOODS-gauge-966,103.0,104.0,Banda,25.4833,80.3133,Ganga/Yamuna/Ken,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,1959-06-01,2011-05-31,18991,18991,Restricted,27616.0,25075.86914,9.198040484,Safe
INDOFLOODS-gauge-1059,85.65,85.95,Domohani ,26.5628,88.7583,Brahmaputra/ Teesta,Ganga - Brahmaputra -Meghna/Barak,West Bengal,2010-06-01,2020-10-31,1304,0,Open,9432.0,9526.455078,1.001432125,Safe
INDOFLOODS-gauge-85,10.17,10.8,Srikakulam,18.3133,83.8842,Nagavali,East flowing rivers between Mahanadi and Pennar,Andhra Pradesh,1990-08-25,2020-05-27,10778,10348,Open,9500.0,9025.510742,4.994623768,Safe
INDOFLOODS-gauge-397,542.0,544.0,Gokak falls,16.19,74.7914,Krishna/ Ghataprabha,Krishna,Karnataka,1971-07-14,2019-08-20,14284,14064,Open,2770.0,2771.248779,0.045082274000000006,Safe
INDOFLOODS-gauge-739,37.44,38.36,Anandapur,21.2111,86.1206,Baitarni, Brahmni - Baitarni,Odisha,1972-03-07,2020-05-27,17560,17124,Open,8570.0,8498.889648,0.829759067,Safe
INDOFLOODS-gauge-125,51.32,52.32,Saulighat,26.4089,85.8597,"Ganga/Kosi/
Bagmati/Adhwara/ Dhaus",Ganga - Brahmaputra - Meghna/Barak,Bihar,1985-03-22,2010-12-31,9416,9371,Restricted,1932.0,3314.956299,71.58158898,Caution
INDOFLOODS-gauge-114,62.2,63.2,Lalbegiyaghat,26.7153,84.9586,Ganga/Burhi Gandak,Ganga - Brahmaputra - Meghna/Barak,Bihar,1974-06-01,2010-12-30,13330,13324,Restricted,6900.0,6013.821289,12.84316972,Safe
INDOFLOODS-gauge-372,3.5,6.5,Addoor,12.9303,74.9531,Gurupur,West flowing rivers from Tadri to Kanyakumari,Karnataka,2003-07-17,2020-05-27,5345,5161,Open,688.0,689.8464355000001,0.268377253,Safe
INDOFLOODS-gauge-124,44.72,45.72,Hayaghat,26.0333,85.9,Ganga/Kosi/Bagmati,Ganga - Brahmaputra - Meghna/Barak,Bihar,1970-01-01,2010-01-31,14641,14611,Restricted,12973.0,8762.385742,32.45675062,Caution
INDOFLOODS-gauge-679,221.0,223.0,Yelli,19.0439,77.4556,Godavari,Godavari,Maharashtra,1978-06-01,2020-05-27,11962,14007,Open,53630.0,53175.53125,0.8474151590000001,Safe
INDOFLOODS-gauge-958,136.3,137.3,dabri,27.4958,79.6972,Ganga/Ramganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1985-06-16,2011-12-31,9299,9300,Restricted,23919.0,24295.3125,1.573278565,Safe
INDOFLOODS-gauge-643,534.0,536.0,Terwad (seasonal),16.6753,74.5736,Krishna/ Panchganga,Krishna,Maharashtra,1979-08-22,2020-05-27,12115,12181,Open,2425.0,2428.131836,0.129147876,Safe
INDOFLOODS-gauge-32,276.0,278.0,Bawapuram,15.8833,77.9572,Krishna/ Tungabhadra,Krishna,Andhra Pradesh,1965-06-01,2020-05-27,19670,19554,Open,67180.0,66450.61719,1.085714216,Safe
INDOFLOODS-gauge-650,221.0,223.0,Yerli,20.9358,76.4756,Tapi/Purna,Tapi,Maharashtra,1973-04-09,2019-08-20,14310,15368,Open,16517.0,15799.52734,4.3438436760000005,Safe
INDOFLOODS-gauge-532,476.0,477.0,Ujjain.,23.1683,75.7711,Ganga/Yamuna/ Chambal/Shipra,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,1976-11-01,2011-05-31,10514,12593,Restricted,2070.0,2056.525391,0.650947295,Safe
INDOFLOODS-gauge-472,292.8,293.8,Hoshangabad,22.7561,77.7328,Narmada,Narmada,Madhya Pradesh,1972-09-16,2020-05-27,17269,16967,Open,44548.0,44652.65625,0.23492917800000002,Safe
INDOFLOODS-gauge-503,129.79,130.79,Dholpur,26.6656,77.9667,"Ganga/Yamuna
/Chambal",Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,1976-01-16,2011-05-31,12919,12920,Restricted,138123.0,132700.4063,3.925916538,Safe
INDOFLOODS-gauge-636,245.0,,Gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2019-08-20,13264,13031,Open,9500.0,8086.739745999999,14.87642373,Safe
INDOFLOODS-gauge-707,7.21,8.13,Govindapur (nh5 road bridge),21.55,86.92,Burhabalang,Subernarekha,Odisha,1992-03-07,2020-05-27,10023,9858,Open,4495.0,4400.070313,2.11189515,Safe
INDOFLOODS-gauge-562,245.0,,Purna at gopalkheda,20.8742,76.9897,Tapi/Purna,Tapi,Maharashtra,1977-06-01,2020-05-27,12692,12451,Open,9500.0,8086.739745999999,14.87642373,Safe
INDOFLOODS-gauge-440,7.0,8.0,Pattazhy,9.0728,76.7611,Kallada,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1978-04-20,2020-05-27,15094,14862,Open,1210.0,1198.4959720000002,0.9507461159999999,Safe
INDOFLOODS-gauge-768,54.1,54.6,Kashinagar,18.8483,83.8731,Vamsadhara,East flowing rivers between Mahanadi and Pennar,Odisha,2014-01-01,2020-05-27,2293,1852,Open,7820.0,7841.71875,0.27773337600000003,Safe
INDOFLOODS-gauge-815,210.0,215.0,Barod,25.3833,76.3339,Ganga/Yamuna/ Chambal/ Kalisindh,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,1970-11-01,2011-05-31,14820,14821,Restricted,24713.0,24549.14258,0.663041395,Safe
INDOFLOODS-gauge-482,197.0,198.0,Pali,25.8633,76.5767,Ganga/Yamuna/ Chambal/,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,1963-06-10,2011-05-31,12408,12408,Restricted,77076.0,76011.14844,1.381560486,Safe
INDOFLOODS-gauge-116,45.94,46.94,Ekmighat,26.1167,85.8589,Ganga/Kosi/ Bagmati/Adhwara,Ganga - Brahmaputra - Meghna/Barak,Bihar,1985-04-01,2010-12-31,9405,9312,Restricted,4197.0,516.7978516,87.68649389,Caution
INDOFLOODS-gauge-976,231.0,231.5,mawi,29.3847,77.1556,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,1975-06-01,2012-02-29,13169,13325,Restricted,15622.0,15738.1377,0.743424017,Safe
INDOFLOODS-gauge-1050,34.22,35.3,Tufanganj,26.3089,89.6756,"Brahmaputra/ Torsa/
Raidak-i",Ganga - Brahmaputra -Meghna/Barak,West Bengal,2012-06-02,2020-10-31,1023,0,Open,520.0,4924.346191,846.9896521,Caution
INDOFLOODS-gauge-509,24.73,25.73,Mohanpur,24.83,78.08,Kangsabati,Ganga,Madhya Pradesh,2010-06-15,2020-08-28,1160,0,Open,5777.0,1797.186646,68.89065872,Caution
INDOFLOODS-gauge-1078,7.63,7.03,patna (LGD) kalna ebb,23.2247,88.3742,Bhagirathi,Ganga - Brahmaputra -Meghna/Barak,West Bengal,1959-01-01,2006-12-31,18242,18115,Restricted,25830.0,24697.17188,4.385707007,Safe
INDOFLOODS-gauge-852,2.5,3.5,Kuzhithurai,8.3053,77.1856,Thambraparni,West Flowing Rivers From Tadri to Kanyakumari,Tamil Nadu,2000-11-01,2020-05-27,6464,6174,Open,841.0,745.8718872000001,11.31130949,Safe
INDOFLOODS-gauge-417,8.2,9.2,Kumbidi,10.85,76.02,Bharathapuzha,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1979-05-01,2020-05-27,13836,13549,Open,5755.0,5774.345215,0.336146221,Safe
INDOFLOODS-gauge-609,171.5,174.0,Bamni (balharsha),19.81,79.38,Wardha,Godavari,Maharashtra,1965-12-01,2020-05-27,19554,19350,Open,46020.0,45779.27344,0.5230911779999999,Safe
INDOFLOODS-gauge-612,419.0,420.5,Takli,17.4131,75.8478,Krishna/Bhima,Krishna,Maharashtra,1965-06-01,2020-05-27,19424,19619,Open,33916.0,33145.60938,2.2714666230000002,Safe
INDOFLOODS-gauge-369,514.5,517.0,Haralahalli,14.8306,75.6744,Krishna/Tungabhadra,Krishna,Karnataka,1966-12-13,2020-05-27,18595,18678,Open,14582.0,14490.60156,0.626789466,Safe
INDOFLOODS-gauge-715,15.835,16.835,Purushottampur,19.5167,84.8833,Rushikulya,East flowing rivers between Mahanadi and Pennar,Odisha,1989-06-14,2020-05-27,10420,9953,Open,7112.0,6939.707031,2.422567056,Safe
INDOFLOODS-gauge-319,605.25,605.5,T. bekkupe,12.5172,77.4369,Cauvery/Arkavathi,Cauvery,Karnataka,2003-09-29,2020-05-27,4911,4774,Open,3500.0,3298.440918,5.758830914,Safe
INDOFLOODS-gauge-858,282.5,283.5,Theni,10.0011,77.485,Vaigai/Suruliar,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,1978-06-01,2020-05-27,15068,14703,Open,1200.0,1380.213623,15.01780192,Safe
INDOFLOODS-gauge-939,428.24,428.24,Nizam sagar(stat govt. site),18.2167,77.9406,Godavari/Manjira,Godavari,Telangana,2018-01-01,2020-05-27,837,0,Open,22650.0,22715.89258,0.290916468,Safe
INDOFLOODS-gauge-981,103.54,104.54,shahijina,25.95,80.1478,"Ganga/Yamuna
/Betwa",Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,1959-06-01,2011-05-31,18991,18980,Restricted,44023.0,43492.41016,1.20525598,Safe
INDOFLOODS-gauge-997,339.5,340.5,rishikesh,30.1008,78.3039,Ganga,Ganga - Brahmaputra - Meghna,Uttarakhand,1970-12-01,2011-12-31,15006,15002,Restricted,21794.0,21623.87305,0.7806137009999999,Safe
INDOFLOODS-gauge-355,891.45,893.0,Sakleshpur,12.9528,75.7856,Cauvery/,Cauvery,Karnataka,2002-04-05,2020-05-27,6444,6085,Open,617.0,584.7731322999999,5.223155219,Safe
INDOFLOODS-gauge-946,124.97,125.97,kannauj,27.01,79.98,Ganga,Ganga,Uttar Pradesh,1995-01-01,2011-04-30,5889,0,Restricted,81833.0,81465.00781,0.449686789,Safe
INDOFLOODS-gauge-970,102.63,103.63,Hamirpur,25.9796,80.1289,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,1959-06-01,2011-05-31,18993,18993,Restricted,276789.0,251606.0,9.098266188,Safe
INDOFLOODS-gauge-962,178.42,178.42,narora,28.1911,78.4,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,2000-06-15,2010-12-31,3806,0,Restricted,32162.0,29667.76563,7.755221597,Safe
INDOFLOODS-gauge-977,120.92,121.92,Etawah,26.75,78.9833,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Uttar Pradesh,1960-01-01,2011-05-31,18778,18778,Restricted,98715.0,78272.21875,20.70889049,Safe
INDOFLOODS-gauge-678,535.64,537.16,Kurundwad,16.6836,74.6031,Krishna,Krishna,Maharashtra,1972-05-01,2020-05-27,17315,17105,Open,15190.0,14981.12305,1.375095128,Safe
INDOFLOODS-gauge-724,83.0,84.0,Gunupur,19.0833,83.8056,Vamsadhara,East flowing rivers between Mahanadi and Pennar,Odisha,1989-06-15,2020-05-27,8749,8310,Open,6740.0,6867.414062999999,1.890416365,Safe
INDOFLOODS-gauge-759,22.0,23.0,Jenapur,20.8897,86.0142,Brahmani, Brahmni - Baitarni,Odisha,1990-01-01,2020-05-27,11059,10623,Open,33955.0,35632.47656,4.940293212,Safe
INDOFLOODS-gauge-879,367.21,368.21,Avarankuppam,12.6842,78.5394,Palar,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,1978-06-07,2020-05-27,7330,14054,Open,3300.0,3174.086914,3.8155480610000003,Safe
INDOFLOODS-gauge-526,322.0,323.0,Barmanghat,23.0308,79.0156,Narmada,Narmada,Madhya Pradesh,1971-11-20,2020-05-27,16994,16711,Open,26453.0,25984.77539,1.77002461,Safe
INDOFLOODS-gauge-640,504.0,505.0,Dhond,18.4739,74.5764,Krishna/Bhima,Krishna,Maharashtra,1967-12-01,2019-08-20,14665,14434,Open,11660.0,11295.41992,3.126758834,Safe
INDOFLOODS-gauge-681,541.95,543.15,Samdoli (seasonal),16.855,74.4967,Krishna/Varna,Krishna,Maharashtra,1964-12-01,2020-05-27,16662,18193,Open,1948.0,1949.87561,0.096283881,Safe
INDOFLOODS-gauge-1003,293.0,294.0,haridwar,29.98,78.19,Ganga,Ganga,Uttarakhand,2001-01-01,2010-10-09,3207,0,Restricted,,23006.56055,,Caution
INDOFLOODS-gauge-589,539.2,540.7,Arjunwad (seasonal),16.7808,74.6333,Krishna,Krishna,Maharashtra,1969-01-01,2020-05-27,17213,17095,Open,12660.0,12321.25586,2.675704107,Safe
INDOFLOODS-gauge-412,12.64,13.64,Kalampur,9.9906,76.6322,Muvattupuzha/,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1986-06-23,2020-05-27,12021,11623,Open,405.0,365.4744263,9.759400914,Safe
INDOFLOODS-gauge-428,6.16,7.16,Kidangoor,9.6756,76.6056,Meenachil,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1985-07-02,2019-12-07,12370,12114,Open,615.0,606.7544556,1.340738927,Safe
INDOFLOODS-gauge-370,77.87,78.87,Pulikukku,14.03,75.29,Kumaradhara,West flowing rivers from Tadri to Kanyakumari,Karnataka,2018-01-08,2020-05-27,330,0,Open,,24.7110157,,Caution
INDOFLOODS-gauge-1085,11.8,12.8,Harinkhola,22.8381,87.9031,Bhagirathi/Damodar/ Mundeswari,Ganga - Brahmaputra -Meghna/Barak,West Bengal,2012-06-19,2020-10-30,919,0,Open,21310.0,21904.48242,2.789687565,Safe
INDOFLOODS-gauge-781,197.0,198.0,Baranwada,26.0,76.6667,Ganga/Yamuna/ Chambal/Banas,Ganga - Brahmaputra - Meghna/Barak,Rajasthan,1960-01-01,2011-05-31,17839,18748,Restricted,50524.0,46813.76563,7.3435087679999995,Safe
INDOFLOODS-gauge-208,101.0,102.0,Nanipalsan,20.2028,73.2811,Damanganga,West flowing rivers from  Tapi to Tadri,Gujarat,1983-10-01,2019-08-20,10628,10263,Open,764.0,757.8242187999999,0.808348325,Safe
INDOFLOODS-gauge-846,306.5,307.0,Nellithurai,11.2878,76.8911,Cauvery/Bhavani,Cauvery,Tamil Nadu,1979-06-01,2020-05-27,14366,13606,Open,1475.0,1458.460205,1.121342034,Safe
INDOFLOODS-gauge-308,122.5,123.5,Jamshedpur,22.8156,86.2161,Subarnarekha,Subarnarekha,Jharkhand,1972-02-01,2020-05-27,17033,16594,Open,12649.0,12608.52539,0.319982686,Safe
INDOFLOODS-gauge-438,6.0,7.0,Malakkara,9.3325,76.6631,Pampa,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1985-06-19,2020-05-27,12358,12042,Open,1713.0,1625.3022460000002,5.1195419730000005,Safe
INDOFLOODS-gauge-1086,116.3,116.9,Hasimara,26.7292,89.3236,Brahmaputra/ Torsa,Ganga - Brahmaputra -Meghna/Barak,West Bengal,2010-06-01,2020-10-31,1289,0,Open,3920.0,3892.9738770000004,0.689441913,Safe
INDOFLOODS-gauge-388,492.25,492.25,Narayanpur dam,16.1833,76.1833,Krishna,Krishna,Karnataka,2016-12-16,2020-05-27,837,13,Open,47850.0,45441.38281,5.033682738,Safe
INDOFLOODS-gauge-830,125.5,126.5,Kodumudi,11.0811,77.8903,Cauvery,Cauvery,Tamil Nadu,1971-06-21,2020-05-27,17569,17218,Open,53233.0,52116.33594,2.097691394,Safe
INDOFLOODS-gauge-861,39.6,40.5,Paramakudi,9.5531,78.5861,Vaigai,East flowing rivers between Pennar Kanyakumari,Tamil Nadu,1971-11-03,2020-05-27,2845,16659,Open,6796.0,5893.132813,13.285273499999999,Safe
INDOFLOODS-gauge-512,453.0,454.0,Mahidpur,23.4806,75.6364,Ganga/Yamuna/ Chambal/Shipra,Ganga - Brahmaputra - Meghna/Barak,Madhya Pradesh,1976-01-01,2011-05-31,8629,12935,Restricted,4430.0,4430.448242,0.01011833,Safe
INDOFLOODS-gauge-196,30.48,31.09,Garudeshwar,21.885,73.6544,Narmada,Narmada,Gujarat,1972-03-22,2020-04-23,16207,16875,Open,87892.0,86862.54688,1.171270559,Safe
INDOFLOODS-gauge-1056,13.1,14.32,Katwa,23.65,88.14,Bhagirathi-II (WB)*,Ganga,West Bengal,2010-07-14,2013-10-31,472,0,Open,15350.0,19162.85352,24.83943661,Safe
INDOFLOODS-gauge-727,48.32,49.16,Jamsholaghat,22.2197,86.7167,Subarnarekha,Subarnarekha,Odisha,2004-06-17,2020-05-27,1923,1255,Open,16000.0,15817.27246,1.142047125,Safe
INDOFLOODS-gauge-431,15.6,16.6,Pulamanthole,10.8992,76.1972,Bharathapuzha/Pulanthodu,West Flowing Rivers From Tadri to Kanyakumari,Kerala,1986-02-17,2020-05-27,12148,11922,Open,940.0,915.2797852,2.629810085,Safe
INDOFLOODS-gauge-603,426.5,427.5,Wadakbal,17.5342,75.885,Krishna/ Bhima/Sina,Krishna,Maharashtra,1965-06-01,2020-05-27,14848,19603,Open,12092.0,11938.87891,1.266300777,Safe
INDOFLOODS-gauge-363,397.0,398.0,Malkhed,17.2031,77.1572,Krishna/Bhima/Ka gna,Krishna,Karnataka,1990-08-15,2019-08-20,10206,10416,Open,7650.0,8276.728516,8.192529621,Safe
INDOFLOODS-gauge-300,248.8,249.5,karnal,29.6956,77.1428,Ganga/Yamuna,Ganga - Brahmaputra - Meghna/Barak,Haryana,1975-06-01,2012-02-29,11193,11158,Restricted,13578.0,13419.17383,1.1697316979999999,Safe
INDOFLOODS-gauge-959,98.36,99.36,dalmau,26.0583,81.0208,Ganga,Ganga - Brahmaputra - Meghna,Uttar Pradesh,1995-01-01,2006-04-16,3270,0,Restricted,91076.0,90245.42969,0.911952995,Safe
INDOFLOODS-gauge-346,14.85,18.0,Avershe,13.5214,74.88,Sita,West flowing rivers from Tadri to Kanyakumari,Karnataka,2002-06-25,2020-05-27,6034,5833,Open,253.0,287.3398438,13.57306079,Safe
INDOFLOODS-gauge-324,566.5,567.5,Shimoga,13.9269,75.585,Krishna/Tungabhadra,Krishna,Karnataka,1972-01-22,2020-05-27,16912,16402,Open,2831.0,2832.652344,0.05836609,Safe
INDOFLOODS-gauge-872,82.115,83.115,Musiri,10.9433,78.435,Cauvery,Cauvery,Tamil Nadu,1972-06-02,2020-05-27,15981,15841,Open,66243.0,69242.58594,4.528155337,Safe
